time,hrms,tp,swl
2937600,1.011,7.508,-0.5042
2941200,1.010,7.507,-0.5171
2944800,1.009,7.507,-0.3997
2948400,1.008,7.506,-0.1830
2952000,1.007,7.505,0.0776
2955600,1.006,7.505,0.3167
2959200,1.005,7.504,0.4749
2962800,1.005,7.504,0.5137
2966400,1.004,7.503,0.4248
2970000,1.004,7.503,0.2318
2973600,1.003,7.502,-0.0159
2977200,1.003,7.502,-0.2561
2980800,1.002,7.502,-0.4291
2984400,1.002,7.501,-0.4928
2988000,1.001,7.501,-0.4327
2991600,1.001,7.501,-0.2652
2995200,1.001,7.501,-0.0334
2998800,1.001,7.501,0.2042
3002400,1.000,7.500,0.3884
3006000,1.000,7.500,0.4738
3009600,1.000,7.500,0.4405
3013200,1.000,7.500,0.2980
3016800,1.000,7.500,0.0830
3020400,1.000,7.500,-0.1501
3024000,1.000,7.500,-0.3431
3027600,0.999,7.500,-0.4484
3031200,0.999,7.500,-0.4407
3034800,0.999,7.499,-0.3233
3038400,0.999,7.499,-0.1265
3042000,0.999,7.499,0.0997
3045600,0.999,7.499,0.2988
3049200,0.999,7.499,0.4215
3052800,0.999,7.499,0.4379
3056400,0.999,7.499,0.3450
3060000,0.999,7.499,0.1671
3063600,0.999,7.499,-0.0507
3067200,0.999,7.499,-0.2539
3070800,0.999,7.499,-0.3918
3074400,0.999,7.499,-0.4308
3078000,0.999,7.499,-0.3620
3081600,0.999,7.499,-0.2036
3085200,0.999,7.499,0.0043
3088800,0.999,7.499,0.2095
3092400,0.999,7.499,0.3607
3096000,0.999,7.499,0.4208
3099600,0.998,7.499,0.3755
3103200,0.998,7.499,0.2368
3106800,0.998,7.499,0.0400
3110400,0.998,7.499,-0.1654
3114000,0.998,7.499,-0.3282
3117600,0.998,7.499,-0.4081
3121200,0.998,7.499,-0.3856
3124800,0.998,7.499,-0.2669
3128400,0.998,7.499,-0.0822
3132000,0.998,7.499,0.1220
3135600,0.998,7.499,0.2948
3139200,0.998,7.499,0.3931
3142800,0.998,7.499,0.3928
3146400,0.998,7.499,0.2943
3150000,0.998,7.499,0.1227
3153600,0.998,7.499,-0.0790
3157200,0.998,7.499,-0.2604
3160800,0.998,7.499,-0.3761
3164400,0.998,7.499,-0.3975
3168000,0.998,7.499,-0.3194
3171600,0.998,7.499,-0.1616
3175200,0.998,7.498,0.0364
3178800,0.998,7.498,0.2250
3182400,0.998,7.498,0.3571
3186000,0.998,7.498,0.3998
3189600,0.998,7.498,0.3423
3193200,0.998,7.498,0.1991
3196800,0.998,7.498,0.0061
3200400,0.998,7.498,-0.1886
3204000,0.998,7.498,-0.3362
3207600,0.998,7.498,-0.3998
3211200,0.998,7.498,-0.3633
3214800,0.998,7.498,-0.2356
3218400,0.998,7.498,-0.0487
3222000,0.998,7.498,0.1509
3225600,0.998,7.498,0.3133
3229200,0.998,7.498,0.3975
3232800,0.998,7.498,0.3824
3236400,0.998,7.498,0.2712
3240000,0.998,7.498,0.0916
3243600,0.997,7.498,-0.1117
3247200,0.997,7.498,-0.2880
3250800,0.997,7.498,-0.3928
3254400,0.997,7.498,-0.3995
3258000,0.997,7.498,-0.3060
3261600,0.997,7.498,-0.1351
3265200,0.997,7.498,0.0708
3268800,0.997,7.498,0.2601
3272400,0.997,7.498,0.3853
3276000,0.997,7.498,0.4146
3279600,0.997,7.498,0.3399
3283200,0.997,7.498,0.1792
3286800,0.997,7.498,-0.0277
3290400,0.997,7.498,-0.2293
3294000,0.997,7.498,-0.3748
3297600,0.997,7.498,-0.4272
3301200,0.997,7.498,-0.3727
3304800,0.997,7.498,-0.2239
3308400,0.997,7.498,-0.0175
3312000,0.997,7.498,0.1952
3315600,0.997,7.498,0.3607
3319200,0.997,7.498,0.4370
3322800,0.997,7.498,0.4041
3326400,0.997,7.498,0.2692
3330000,0.997,7.498,0.0651
3333600,0.997,7.498,-0.1574
3337200,0.997,7.498,-0.3426
3340800,0.997,7.497,-0.4434
3344400,0.997,7.497,-0.4337
3348000,0.997,7.497,-0.3147
3351600,0.997,7.497,-0.1151
3355200,0.997,7.497,0.1157
3358800,0.997,7.497,0.3199
3362400,0.996,7.497,0.4459
3366000,0.996,7.497,0.4609
3369600,0.996,7.497,0.3600
3373200,0.996,7.497,0.1672
3376800,0.996,7.497,-0.0700
3380400,0.996,7.497,-0.2923
3384000,0.996,7.497,-0.4437
3387600,0.996,7.497,-0.4850
3391200,0.996,7.497,-0.4046
3394800,0.996,7.497,-0.2213
3398400,0.996,7.497,0.0201
3402000,0.996,7.497,0.2593
3405600,0.996,7.497,0.4362
3409200,0.996,7.497,0.5053
3412800,0.996,7.497,0.4479
3416400,0.996,7.497,0.2768
3420000,0.996,7.497,0.0338
3423600,0.996,7.497,-0.2207
3427200,0.996,7.497,-0.4228
3430800,0.996,7.497,-0.5209
3434400,0.996,7.497,-0.4888
3438000,0.996,7.497,-0.3331
3441600,0.996,7.497,-0.0915
3445200,0.996,7.497,0.1763
3448800,0.996,7.497,0.4030
3452400,0.996,7.497,0.5309
3456000,0.996,7.497,0.5266
3459600,0.996,7.497,0.3895
3463200,0.995,7.497,0.1524
3466800,0.995,7.497,-0.1260
3470400,0.995,7.497,-0.3762
3474000,0.995,7.497,-0.5346
3477600,0.995,7.497,-0.5602
3481200,0.995,7.496,-0.4449
3484800,0.995,7.496,-0.2160
3488400,0.995,7.496,0.0702
3492000,0.995,7.496,0.3422
3495600,0.995,7.496,0.5312
3499200,0.995,7.496,0.5886
3502800,0.995,7.496,0.4984
3506400,0.995,7.496,0.2814
3510000,0.995,7.496,-0.0091
3513600,0.995,7.496,-0.3008
3517200,0.995,7.496,-0.5201
3520800,0.995,7.496,-0.6108
3524400,0.995,7.496,-0.5487
3528000,0.995,7.496,-0.3476
3531600,0.995,7.496,-0.0565
3535200,0.995,7.496,0.2521
3538800,0.995,7.496,0.5006
3542400,0.995,7.496,0.6258
3546000,0.995,7.496,0.5947
3549600,0.995,7.496,0.4135
3553200,0.995,7.496,0.1260
3556800,0.994,7.496,-0.1963
3560400,0.994,7.496,-0.4726
3564000,0.994,7.496,-0.6328
3567600,0.994,7.496,-0.6353
3571200,0.994,7.496,-0.4777
3574800,0.994,7.496,-0.1983
3578400,0.994,7.496,0.1340
3582000,0.994,7.496,0.4359
3585600,0.994,7.496,0.6310
3589200,0.994,7.496,0.6691
3592800,0.994,7.496,0.5391
3596400,0.994,7.496,0.2722
3600000,0.994,7.495,-0.0659
3603600,0.994,7.495,-0.3905
3607200,0.994,7.495,-0.6198
3610800,0.994,7.495,-0.6952
3614400,0.994,7.495,-0.5962
3618000,0.994,7.495,-0.3464
3621600,0.994,7.495,-0.0071
3625200,0.994,7.495,0.3368
3628800,0.994,7.495,0.5989
3632400,0.994,7.495,0.7125
3636000,0.994,7.495,0.6477
3639600,0.993,7.495,0.4195
3643200,0.993,7.495,0.0839
3646800,0.993,7.495,-0.2754
3650400,0.993,7.495,-0.5682
3654000,0.993,7.495,-0.7202
3657600,0.993,7.495,-0.6923
3661200,0.993,7.495,-0.4900
3664800,0.993,7.495,-0.1630
3668400,0.993,7.495,0.2072
3672000,0.993,7.495,0.5278
3675600,0.993,7.495,0.7179
3679200,0.993,7.495,0.7287
3682800,0.993,7.495,0.5564
3686400,0.993,7.495,0.2432
3690000,0.993,7.495,-0.1330
3693600,0.993,7.495,-0.4781
3697200,0.993,7.495,-0.7050
3700800,0.993,7.495,-0.7560
3704400,0.993,7.494,-0.6173
3708000,0.993,7.494,-0.3228
3711600,0.993,7.494,0.0543
3715200,0.993,7.494,0.4197
3718800,0.992,7.494,0.6815
3722400,0.992,7.494,0.7733
3726000,0.992,7.494,0.6713
3729600,0.992,7.494,0.4003
3733200,0.992,7.494,0.0276
3736800,0.992,7.494,-0.3536
3740400,0.992,7.494,-0.6475
3744000,0.992,7.494,-0.7799
3747600,0.992,7.494,-0.7171
3751200,0.992,7.494,-0.4740
3754800,0.992,7.494,-0.1111
3758400,0.992,7.494,0.2808
3762000,0.992,7.494,0.6034
3765600,0.992,7.494,0.7756
3769200,0.992,7.494,0.7536
3772800,0.992,7.494,0.5424
3776400,0.992,7.494,0.1947
3780000,0.992,7.494,-0.2027
3783600,0.992,7.494,-0.5500
3787200,0.992,7.494,-0.7601
3790800,0.991,7.494,-0.7799
3794400,0.991,7.494,-0.6042
3798000,0.991,7.494,-0.2766
3801600,0.991,7.493,0.1207
3805200,0.991,7.493,0.4882
3808800,0.991,7.493,0.7337
3812400,0.991,7.493,0.7955
3816000,0.991,7.493,0.6579
3819600,0.991,7.493,0.3553
3823200,0.991,7.493,-0.0364
3826800,0.991,7.493,-0.4191
3830400,0.991,7.493,-0.6968
3834000,0.991,7.493,-0.7999
3837600,0.991,7.493,-0.7025
3841200,0.991,7.493,-0.4292
3844800,0.991,7.493,-0.0485
3848400,0.991,7.493,0.3441
3852000,0.991,7.493,0.6501
3855600,0.991,7.493,0.7930
3859200,0.990,7.493,0.7372
3862800,0.990,7.493,0.4968
3866400,0.990,7.493,0.1324
3870000,0.990,7.493,-0.2646
3873600,0.990,7.493,-0.5946
3877200,0.990,7.493,-0.7751
3880800,0.990,7.493,-0.7612
3884400,0.990,7.493,-0.5568
3888000,0.990,7.493,-0.2135
3891600,0.990,7.492,0.1823
3895200,0.990,7.492,0.5314
3898800,0.990,7.492,0.7465
3902400,0.990,7.492,0.7742
3906000,0.990,7.492,0.6081
3909600,0.990,7.492,0.2905
3913200,0.990,7.492,-0.0987
3916800,0.990,7.492,-0.4618
3920400,0.990,7.492,-0.7080
3924000,0.989,7.492,-0.7762
3927600,0.989,7.492,-0.6499
3931200,0.989,7.492,-0.3617
3934800,0.989,7.492,0.0156
3938400,0.989,7.492,0.3874
3942000,0.989,7.492,0.6605
3945600,0.989,7.492,0.7672
3949200,0.989,7.492,0.6816
3952800,0.989,7.492,0.4261
3956400,0.989,7.492,0.0654
3960000,0.989,7.492,-0.3096
3963600,0.989,7.492,-0.6051
3967200,0.989,7.492,-0.7478
3970800,0.989,7.492,-0.7027
3974400,0.989,7.491,-0.4824
3978000,0.989,7.491,-0.1429
3981600,0.989,7.491,0.2301
3985200,0.989,7.491,0.5432
3988800,0.988,7.491,0.7186
3992400,0.988,7.491,0.7133
3996000,0.988,7.491,0.5300
3999600,0.988,7.491,0.2156
4003200,0.988,7.491,-0.1504
4006800,0.988,7.491,-0.4761
4010400,0.988,7.491,-0.6806
4014000,0.988,7.491,-0.7136
4017600,0.988,7.491,-0.5682
4021200,0.988,7.491,-0.2821
4024800,0.988,7.491,0.0721
4028400,0.988,7.491,0.4054
4032000,0.988,7.491,0.6348
4035600,0.988,7.491,0.7038
4039200,0.988,7.491,0.5967
4042800,0.988,7.491,0.3416
4046400,0.987,7.491,0.0035
4050000,0.987,7.491,-0.3324
4053600,0.987,7.490,-0.5824
4057200,0.987,7.490,-0.6848
4060800,0.987,7.490,-0.6154
4064400,0.987,7.490,-0.3933
4068000,0.987,7.490,-0.0751
4071600,0.987,7.490,0.2587
4075200,0.987,7.490,0.5247
4078800,0.987,7.490,0.6573
4082400,0.987,7.490,0.6247
4086000,0.987,7.490,0.4366
4089600,0.987,7.490,0.1416
4093200,0.987,7.490,-0.1856
4096800,0.987,7.490,-0.4632
4100400,0.987,7.490,-0.6224
4104000,0.986,7.490,-0.6247
4107600,0.986,7.490,-0.4714
4111200,0.986,7.490,-0.2022
4114800,0.986,7.490,0.1145
4118400,0.986,7.490,0.3991
4122000,0.986,7.490,0.5811
4125600,0.986,7.490,0.6163
4129200,0.986,7.490,0.4975
4132800,0.986,7.489,0.2561
4136400,0.986,7.489,-0.0463
4140000,0.986,7.489,-0.3337
4143600,0.986,7.489,-0.5346
4147200,0.986,7.489,-0.6000
4150800,0.986,7.489,-0.5152
4154400,0.986,7.489,-0.3030
4158000,0.986,7.489,-0.0179
4161600,0.986,7.489,0.2683
4165200,0.985,7.489,0.4843
4168800,0.985,7.489,0.5770
4172400,0.985,7.489,0.5249
4176000,0.985,7.489,0.3428
4179600,0.985,7.489,0.0775
4183200,0.985,7.489,-0.2038
4186800,0.985,7.489,-0.4309
4190400,0.985,7.489,-0.5479
4194000,0.985,7.489,-0.5269
4197600,0.985,7.489,-0.3750
4201200,0.985,7.489,-0.1315
4204800,0.985,7.489,0.1417
4208400,0.985,7.489,0.3763
4212000,0.985,7.489,0.5143
4215600,0.985,7.489,0.5226
4219200,0.985,7.489,0.4007
4222800,0.985,7.489,0.1807
4226400,0.985,7.489,-0.0815
4230000,0.985,7.489,-0.3201
4233600,0.985,7.489,-0.4759
4237200,0.985,7.489,-0.5112
4240800,0.985,7.489,-0.4187
4244400,0.985,7.489,-0.2229
4248000,0.985,7.489,0.0262
4251600,0.985,7.489,0.2658
4255200,0.985,7.489,0.4365
4258800,0.985,7.489,0.4966
4262400,0.985,7.489,0.4326
4266000,0.986,7.489,0.2618
4269600,0.986,7.489,0.0283
4273200,0.986,7.489,-0.2093
4276800,0.986,7.490,-0.3915
4280400,0.986,7.490,-0.4738
4284000,0.987,7.490,-0.4366
4287600,0.987,7.490,-0.2907
4291200,0.987,7.490,-0.0736
4294800,0.988,7.491,0.1600
4298400,0.988,7.491,0.3517
4302000,0.989,7.491,0.4543
4305600,0.989,7.492,0.4434
4309200,0.990,7.492,0.3230
4312800,0.990,7.493,0.1243
4316400,0.991,7.493,-0.1023
4320000,0.992,7.494,-0.2999
4323600,0.993,7.494,-0.4195
4327200,0.993,7.495,-0.4321
4330800,0.994,7.496,-0.3354
4334400,0.996,7.497,-0.1545
4338000,0.997,7.498,0.0648
4341600,0.998,7.499,0.2678
4345200,0.999,7.500,0.4042
4348800,1.001,7.501,0.4408
4352400,1.003,7.502,0.3696
4356000,1.004,7.503,0.2095
4359600,1.006,7.505,0.0015
4363200,1.008,7.506,-0.2021
4366800,1.011,7.508,-0.3502
4370400,1.013,7.510,-0.4061
4374000,1.016,7.512,-0.3562
4377600,1.018,7.514,-0.2134
4381200,1.022,7.516,-0.0137
4384800,1.025,7.518,0.1932
4388400,1.028,7.521,0.3560
4392000,1.032,7.524,0.4349
4395600,1.036,7.527,0.4112
4399200,1.040,7.530,0.2920
4402800,1.045,7.533,0.1081
4406400,1.050,7.537,-0.0938
4410000,1.055,7.541,-0.2624
4413600,1.060,7.545,-0.3554
4417200,1.066,7.549,-0.3490
4420800,1.073,7.554,-0.2445
4424400,1.079,7.558,-0.0678
4428000,1.086,7.564,0.1378
4431600,1.094,7.569,0.3217
4435200,1.102,7.575,0.4389
4438800,1.110,7.581,0.4615
4442400,1.119,7.587,0.3850
4446000,1.129,7.594,0.2299
4449600,1.139,7.601,0.0364
4453200,1.149,7.608,-0.1460
4456800,1.160,7.616,-0.2702
4460400,1.172,7.624,-0.3041
4464000,1.184,7.632,-0.2375
4467600,1.197,7.641,-0.0858
4471200,1.211,7.650,0.1148
4474800,1.225,7.660,0.3158
4478400,1.240,7.670,0.4686
4482000,1.255,7.681,0.5370
4485600,1.272,7.692,0.5056
4489200,1.289,7.703,0.3841
4492800,1.306,7.714,0.2050
4496400,1.325,7.727,0.0151
4500000,1.344,7.739,-0.1356
4503600,1.364,7.752,-0.2070
4507200,1.385,7.765,-0.1784
4510800,1.407,7.779,-0.0540
4514400,1.429,7.793,0.1380
4518000,1.453,7.808,0.3527
4521600,1.477,7.823,0.5391
4525200,1.502,7.838,0.6535
4528800,1.528,7.854,0.6699
4532400,1.554,7.870,0.5870
4536000,1.582,7.887,0.4282
4539600,1.610,7.903,0.2365
4543200,1.639,7.920,0.0632
4546800,1.669,7.938,-0.0444
4550400,1.700,7.956,-0.0552
4554000,1.731,7.974,0.0380
4557600,1.764,7.992,0.2165
4561200,1.797,8.011,0.4401
4564800,1.831,8.030,0.6570
4568400,1.865,8.049,0.8170
4572000,1.901,8.068,0.8836
4575600,1.936,8.087,0.8439
4579200,1.973,8.107,0.7112
4582800,2.010,8.127,0.5227
4586400,2.048,8.147,0.3299
4590000,2.086,8.166,0.1858
4593600,2.125,8.187,0.1320
4597200,2.164,8.207,0.1876
4600800,2.204,8.227,0.3444
4604400,2.243,8.247,0.5691
4608000,2.284,8.267,0.8106
4611600,2.324,8.287,1.0134
4615200,2.365,8.307,1.1311
4618800,2.405,8.326,1.1381
4622400,2.446,8.346,1.0366
4626000,2.487,8.366,0.8561
4629600,2.528,8.385,0.6461
4633200,2.568,8.404,0.4642
4636800,2.609,8.423,0.3616
4640400,2.649,8.441,0.3701
4644000,2.689,8.480,0.4936
4647600,2.728,8.675,0.7075
4651200,2.767,8.868,0.9637
4654800,2.805,9.058,1.2031
4658400,2.843,9.245,1.3698
4662000,2.880,9.429,1.4258
4665600,2.917,9.609,1.3601
4669200,2.952,9.785,1.1924
4672800,2.987,9.956,0.9681
4676400,3.021,10.123,0.7472
4680000,3.053,10.284,0.5898
4683600,3.085,10.440,0.5402
4687200,3.115,10.590,0.6162
4690800,3.144,10.734,0.8040
4694400,3.172,10.871,1.0612
4698000,3.198,11.002,1.3273
4701600,3.223,11.126,1.5387
4705200,3.247,11.243,1.6444
4708800,3.269,11.352,1.6194
4712400,3.289,11.453,1.4711
4716000,3.308,11.546,1.2378
4719600,3.325,11.631,0.9797
4723200,3.341,11.707,0.7636
4726800,3.355,11.775,0.6464
4730400,3.367,11.834,0.6608
4734000,3.377,11.885,0.8061
4737600,3.385,11.926,1.0487
4741200,3.392,11.958,1.3297
4744800,3.396,11.981,1.5795
4748400,3.399,11.995,1.7353
4752000,3.400,12.000,1.7570
4755600,3.399,11.995,1.6376
4759200,3.396,11.981,1.4054
4762800,3.392,11.958,1.1172
4766400,3.385,11.926,0.8443
4770000,3.377,11.885,0.6551
4773600,3.367,11.834,0.5972
4777200,3.355,11.775,0.6855
4780800,3.341,11.707,0.8982
4784400,3.325,11.631,1.1813
4788000,3.308,11.546,1.4624
4791600,3.289,11.453,1.6686
4795200,3.269,11.352,1.7446
4798800,3.247,11.243,1.6672
4802400,3.223,11.126,1.4515
4806000,3.198,11.002,1.1472
4809600,3.172,10.871,0.8271
4813200,3.144,10.734,0.5684
4816800,3.115,10.590,0.4335
4820400,3.084,10.440,0.4543
4824000,3.053,10.284,0.6235
4827600,3.020,10.123,0.8961
4831200,2.986,9.956,1.2007
4834800,2.951,9.785,1.4566
4838400,2.916,9.609,1.5945
4842000,2.879,9.429,1.5740
4845600,2.842,9.245,1.3941
4849200,2.804,9.058,1.0940
4852800,2.766,8.868,0.7432
4856400,2.727,8.675,0.4250
4860000,2.687,8.480,0.2150
4863600,2.647,8.441,0.1623
4867200,2.607,8.422,0.2768
4870800,2.566,8.403,0.5263
4874400,2.525,8.384,0.8443
4878000,2.485,8.364,1.1462
4881600,2.444,8.345,1.3509
4885200,2.403,8.325,1.4007
4888800,2.362,8.305,1.2768
4892400,2.321,8.285,1.0037
4896000,2.280,8.265,0.6437
4899600,2.240,8.245,0.2819
4903200,2.200,8.225,0.0042
4906800,2.160,8.205,-0.1237
4910400,2.121,8.184,-0.0731
4914000,2.082,8.164,0.1396
4917600,2.043,8.144,0.4576
4921200,2.005,8.124,0.7968
4924800,1.968,8.104,1.0673
4928400,1.931,8.084,1.1960
4932000,1.895,8.065,1.1447
4935600,1.860,8.045,0.9207
4939200,1.825,8.026,0.5746
4942800,1.791,8.007,0.1884
4946400,1.757,7.988,-0.1452
4950000,1.725,7.970,-0.3462
4953600,1.693,7.952,-0.3670
4957200,1.662,7.934,-0.2053
4960800,1.632,7.916,0.0957
4964400,1.602,7.899,0.4574
4968000,1.574,7.882,0.7855
4971600,1.546,7.865,0.9938
4975200,1.519,7.849,1.0258
4978800,1.493,7.833,0.8691
4982400,1.468,7.817,0.5589
4986000,1.443,7.802,0.1692
4989600,1.420,7.787,-0.2054
4993200,1.397,7.773,-0.4737
4996800,1.375,7.759,-0.5705
5000400,1.354,7.745,-0.4734
5004000,1.334,7.732,-0.2085
5007600,1.314,7.719,0.1559
5011200,1.295,7.707,0.5262
5014800,1.277,7.695,0.8070
5018400,1.260,7.684,0.9253
5022000,1.243,7.673,0.8485
5025600,1.228,7.662,0.5933
5029200,1.213,7.652,0.2210
5032800,1.198,7.642,-0.1770
5036400,1.184,7.632,-0.5026
5040000,1.171,7.623,-0.6757
5043600,1.159,7.615,-0.6539
5047200,1.147,7.606,-0.4436
5050800,1.135,7.598,-0.0988
5054400,1.125,7.591,0.2931
5058000,1.114,7.584,0.6323
5061600,1.105,7.577,0.8325
5065200,1.096,7.570,0.8418
5068800,1.087,7.564,0.6565
5072400,1.079,7.558,0.3217
5076000,1.071,7.552,-0.0799
5079600,1.064,7.547,-0.4485
5083200,1.057,7.542,-0.6925
5086800,1.050,7.537,-0.7514
5090400,1.044,7.533,-0.6111
5094000,1.038,7.529,-0.3075
5097600,1.033,7.525,0.0828
5101200,1.028,7.521,0.4612
5104800,1.023,7.517,0.7322
5108400,1.019,7.514,0.8273
5112000,1.014,7.511,0.7220
5115600,1.010,7.508,0.4424
5119200,1.007,7.505,0.0581
5122800,1.003,7.503,-0.3350
5126400,1.000,7.500,-0.6388
5130000,0.997,7.498,-0.7775
5133600,0.994,7.496,-0.7170
5137200,0.992,7.494,-0.4729
5140800,0.989,7.492,-0.1071
5144400,0.987,7.490,0.2883
5148000,0.985,7.489,0.6141
5151600,0.983,7.487,0.7884
5155200,0.981,7.486,0.7676
5158800,0.979,7.484,0.5572
5162400,0.978,7.483,0.2100
5166000,0.976,7.482,-0.1868
5169600,0.975,7.481,-0.5339
5173200,0.974,7.480,-0.7447
5176800,0.972,7.479,-0.7670
5180400,0.971,7.478,-0.5959
5184000,0.970,7.478,-0.2750
5187600,0.969,7.477,0.1148
5191200,0.968,7.476,0.4756
5194800,0.968,7.476,0.7171
5198400,0.967,7.475,0.7791
5202000,0.966,7.474,0.6469
5205600,0.966,7.474,0.3543
5209200,0.965,7.473,-0.0250
5212800,0.964,7.473,-0.3957
5216400,0.964,7.473,-0.6652
5220000,0.963,7.472,-0.7666
5223600,0.963,7.472,-0.6754
5227200,0.963,7.472,-0.4155
5230800,0.962,7.471,-0.0527
5234400,0.962,7.471,0.3217
5238000,0.961,7.471,0.6139
5241600,0.961,7.471,0.7513
5245200,0.961,7.470,0.7004
5248800,0.961,7.470,0.4751
5252400,0.960,7.470,0.1327
5256000,0.960,7.470,-0.2406
5259600,0.960,7.470,-0.5512
5263200,0.960,7.469,-0.7219
5266800,0.959,7.469,-0.7111
5270400,0.959,7.469,-0.5226
5274000,0.959,7.469,-0.2049
5277600,0.959,7.469,0.1618
5281200,0.959,7.469,0.4856
5284800,0.958,7.468,0.6858
5288400,0.958,7.468,0.7133
5292000,0.958,7.468,0.5627
5295600,0.958,7.468,0.2728
5299200,0.958,7.468,-0.0828
5302800,0.958,7.468,-0.4149
5306400,0.957,7.468,-0.6406
5310000,0.957,7.468,-0.7046
5313600,0.957,7.468,-0.5921
5317200,0.957,7.467,-0.3329
5320800,0.957,7.467,0.0071
5324400,0.957,7.467,0.3424
5328000,0.957,7.467,0.5893
5331600,0.957,7.467,0.6869
5335200,0.956,7.467,0.6123
5338800,0.956,7.467,0.3857
5342400,0.956,7.467,0.0651
5346000,0.956,7.467,-0.2687
5349600,0.956,7.467,-0.5322
5353200,0.956,7.466,-0.6604
5356800,0.956,7.466,-0.6227
5360400,0.956,7.466,-0.4301
5364000,0.955,7.466,-0.1322
5367600,0.955,7.466,0.1956
5371200,0.955,7.466,0.4712
5374800,0.955,7.466,0.6265
5378400,0.955,7.466,0.6240
5382000,0.955,7.466,0.4660
5385600,0.955,7.466,0.1935
5389200,0.955,7.466,-0.1242
5392800,0.955,7.465,-0.4075
5396400,0.954,7.465,-0.5861
5400000,0.954,7.465,-0.6167
5403600,0.954,7.465,-0.4932
5407200,0.954,7.465,-0.2483
5410800,0.954,7.465,0.0557
5414400,0.954,7.465,0.3423
5418000,0.954,7.465,0.5404
5421600,0.954,7.465,0.6015
5425200,0.953,7.465,0.5120
5428800,0.953,7.465,0.2961
5432400,0.953,7.465,0.0090
5436000,0.953,7.464,-0.2770
5439600,0.953,7.464,-0.4905
5443200,0.953,7.464,-0.5793
5446800,0.953,7.464,-0.5228
5450400,0.953,7.464,-0.3367
5454000,0.953,7.464,-0.0691
5457600,0.952,7.464,0.2125
5461200,0.952,7.464,0.4377
5464800,0.952,7.464,0.5512
5468400,0.952,7.464,0.5259
5472000,0.952,7.464,0.3701
5475600,0.952,7.463,0.1240
5479200,0.952,7.463,-0.1499
5482800,0.952,7.463,-0.3831
5486400,0.951,7.463,-0.5180
5490000,0.951,7.463,-0.5222
5493600,0.951,7.463,-0.3964
5497200,0.951,7.463,-0.1734
5500800,0.951,7.463,0.0900
5504400,0.951,7.463,0.3277
5508000,0.951,7.463,0.4808
5511600,0.951,7.463,0.5123
5515200,0.951,7.462,0.4159
5518800,0.950,7.462,0.2171
5522400,0.950,7.462,-0.0333
5526000,0.950,7.462,-0.2723
5529600,0.950,7.462,-0.4406
5533200,0.950,7.462,-0.4971
5536800,0.950,7.462,-0.4292
5540400,0.950,7.462,-0.2552
5544000,0.950,7.462,-0.0198
5547600,0.949,7.462,0.2178
5551200,0.949,7.462,0.3983
5554800,0.949,7.461,0.4775
5558400,0.949,7.461,0.4368
5562000,0.949,7.461,0.2878
5565600,0.949,7.461,0.0689
5569200,0.949,7.461,-0.1647
5572800,0.949,7.461,-0.3546
5576400,0.949,7.461,-0.4541
5580000,0.948,7.461,-0.4393
5583600,0.948,7.461,-0.3153
5587200,0.948,7.461,-0.1140
5590800,0.948,7.461,0.1134
5594400,0.948,7.460,0.3103
5598000,0.948,7.460,0.4277
5601600,0.948,7.460,0.4374
5605200,0.948,7.460,0.3380
5608800,0.947,7.460,0.1553
5612400,0.947,7.460,-0.0643
5616000,0.947,7.460,-0.2657
5619600,0.947,7.460,-0.3991
5623200,0.947,7.460,-0.4317
5626800,0.947,7.460,-0.3564
5630400,0.947,7.459,-0.1929
5634000,0.947,7.459,0.0173
5637600,0.946,7.459,0.2214
5641200,0.946,7.459,0.3686
5644800,0.946,7.459,0.4227
5648400,0.946,7.459,0.3709
5652000,0.946,7.459,0.2270
5655600,0.946,7.459,0.0275
5659200,0.946,7.459,-0.1775
5662800,0.946,7.459,-0.3368
5666400,0.945,7.459,-0.4110
5670000,0.945,7.458,-0.3821
5673600,0.945,7.458,-0.2580
5677200,0.945,7.458,-0.0702
5680800,0.945,7.458,0.1341
5684400,0.945,7.458,0.3039
5688000,0.945,7.458,0.3969
5691600,0.945,7.458,0.3904
5695200,0.944,7.458,0.2863
5698800,0.944,7.458,0.1111
5702400,0.944,7.458,-0.0912
5706000,0.944,7.457,-0.2700
5709600,0.944,7.457,-0.3807
5713200,0.944,7.457,-0.3960
5716800,0.944,7.457,-0.3122
5720400,0.944,7.457,-0.1505
5724000,0.943,7.457,0.0485
5727600,0.943,7.457,0.2351
5731200,0.943,7.457,0.3626
5734800,0.943,7.457,0.3992
5738400,0.943,7.457,0.3359
5742000,0.943,7.456,0.1885
5745600,0.943,7.456,-0.0061
5749200,0.943,7.456,-0.1992
5752800,0.942,7.456,-0.3425
5756400,0.942,7.456,-0.4002
5760000,0.942,7.456,-0.3577
5763600,0.942,7.456,-0.2255
5767200,0.942,7.456,-0.0365
5770800,0.942,7.456,0.1620
5774400,0.942,7.456,0.3204
5778000,0.942,7.456,0.3989
5781600,0.941,7.455,0.3776
5785200,0.941,7.455,0.2615
5788800,0.941,7.455,0.0794
5792400,0.941,7.455,-0.1233
5796000,0.941,7.455,-0.2960
5799600,0.941,7.455,-0.3951
5803200,0.941,7.455,-0.3956
5806800,0.941,7.455,-0.2967
5810400,0.940,7.455,-0.1229
5814000,0.940,7.455,0.0829
5817600,0.940,7.454,0.2690
5821200,0.940,7.454,0.3887
